@id,@lon,@lat,name
1868631947,21.4113220,42.0423015,
1868631960,21.4122770,42.0425064,
1868631999,21.4123146,42.0425283,
1868632002,21.4111612,42.0425642,
1868632034,21.4112363,42.0426339,
1868632037,21.4121992,42.0426658,
1868632040,21.4122127,42.0425044,
1868632051,21.4113302,42.0421499,
1868776784,21.4053417,42.0104993,
1868776793,21.4046412,42.0105151,
1868776795,21.4038547,42.0105583,
1868776803,21.4046560,42.0106722,
1868776824,21.4052237,42.0106311,
1868776843,21.4052230,42.0105986,
1868776846,21.4052712,42.0105225,
1868776851,21.4038335,42.0104165,
1868776877,21.4031786,42.0106006,
1868776899,21.4031898,42.0107483,
1868776903,21.4038664,42.0107170,
1868776921,21.4052424,42.0105483,
1868813451,21.4045067,42.0066780,
1868813452,21.4029199,42.0068138,
1868826231,21.4016581,42.0035113,
1868826244,21.4014603,42.0027124,
1868826245,21.4020796,42.0031609,
1868826274,21.4028415,42.0033143,
1868826291,21.4028875,42.0032404,
1868826321,21.4029096,42.0030450,
1868826327,21.4019690,42.0026493,
1868826374,21.4027961,42.0025463,
1868857581,21.3947404,42.0073244,
1868933561,21.3992728,42.0018749,
1868933580,21.3939659,42.0028207,
1868933582,21.3924766,42.0030263,
1868933597,21.4004555,42.0012522,
1869987553,21.4381372,42.0040472,
1869987573,21.4361133,42.0034879,
1869987582,21.4361286,42.0032373,
1869987594,21.4383682,41.9991811,
1869987610,21.4378636,42.0056574,
1869987633,21.4359519,42.0036054,
1869987661,21.4390341,42.0041699,
1870054352,21.4308243,41.9925623,
1870054367,21.4315636,41.9923632,
1870054373,21.4316893,41.9924267,
1870246678,21.4090149,41.9977579,
1870246687,21.4089852,41.9976327,
1870246701,21.4056779,41.9971120,
1870246711,21.4098644,41.9976001,
1870246723,21.4097229,41.9977956,
1871893300,21.3898532,42.0008702,
1871916340,21.4097982,42.0027270,
1871916376,21.4092463,42.0032191,
1871916404,21.4089365,42.0023711,
1874781701,21.4489264,41.9972224,
1874781704,21.4498883,41.9984276,
1874781715,21.4502865,41.9982754,
1874781741,21.4503347,41.9981099,
1874878425,21.4180110,42.0001978,
1874878426,21.4177345,42.0003374,
1875106400,21.4212898,42.0038141,
1876839824,21.4367063,41.9897062,
1876839826,21.4366596,41.9895706,
1876839834,21.4367311,41.9894272,
1877946558,21.6283711,41.9574750,
1878439387,21.6297531,41.9554703,
1878439388,21.6296016,41.9555108,
1898310424,21.4643799,41.9823560,
1898310500,21.4639852,41.9825891,
1898625494,21.4634782,41.9919859,
1900107065,21.4596404,41.9865152,
1900107093,21.4588472,41.9855454,
1902408699,21.4464172,41.9904655,
1902408700,21.4466362,41.9903395,
1902408712,21.4465272,41.9905852,Автобуска Станица Скопје
1902408724,21.4465464,41.9902487,
1902408727,21.4467471,41.9904516,
1904998198,21.4619731,42.0097123,
1905012772,21.4614006,42.0016346,
1905012773,21.4612105,42.0015709,
1905012774,21.4613684,42.0017436,
1905012775,21.4611368,42.0017127,
1908859934,22.5462460,41.1349787,
1908859937,22.5464479,41.1355191,
1908859951,22.5459504,41.1354281,
1908859961,22.5463546,41.1350582,
1908859972,22.5452509,41.1349625,
1908860001,22.5464338,41.1352110,
1908860005,22.5459107,41.1348494,
1908860010,22.5464069,41.1356150,
1908860023,22.5464713,41.1353463,
1908860054,22.5460797,41.1358897,
1908860059,22.5456949,41.1352320,
1908860082,22.5459014,41.1352888,
1908860089,22.5462862,41.1357645,
1908860153,22.5451114,41.1350878,
1908860177,22.5461387,41.1358594,
1908860181,22.5450551,41.1351665,
1908860204,22.5458839,41.1357362,
1908860214,22.5455439,41.1353253,
1908860231,22.5454279,41.1348837,
1908860234,22.5460931,41.1348958,
1908860237,22.5455406,41.1348494,
1908860240,22.5457337,41.1348272,
1908956526,22.5398161,41.1399250,
1908956535,22.5397675,41.1397289,
1908956566,22.5419528,41.1399456,
1908956594,22.5427510,41.1397075,
1908956598,22.5377783,41.1402692,
1937965086,21.3614684,42.0059096,
2000907211,21.6280624,41.9616287,
2000907214,21.6286165,41.9623957,
2000907216,21.6284880,41.9623703,
2000907222,21.6299282,41.9602492,
2000907223,21.6291254,41.9624962,
2000907224,21.6288116,41.9614493,
2000907225,21.6292783,41.9601208,
2000907226,21.6294578,41.9615658,
2000907227,21.6287069,41.9617473,
2004988888,21.4269918,41.9872598,
2005491522,21.4071275,42.0044166,
2005491561,21.4094279,42.0044434,
2005491573,21.4094061,42.0045457,
2005491575,21.4088241,42.0046225,
2005491606,21.4074183,42.0047159,
2005491609,21.4073425,42.0043868,
2005491628,21.4072119,42.0047441,
2008217037,21.4772997,41.9963148,
2008217039,21.4765038,41.9965251,
2008217040,21.4765283,41.9962815,
2008220710,21.4779418,41.9965895,
2008402757,21.4148527,42.1315371,
2008402776,21.4149300,42.1320426,
2008402823,21.4148671,42.1317089,
2008402835,21.4149156,42.1319385,
2008402892,21.4148772,42.1324703,
2008402900,21.4148261,42.1313214,
2008402906,21.4148504,42.1322734,
2047820465,20.9622872,41.9892637,
2049776188,20.8057813,41.1101759,
2049776195,20.8050657,41.1106763,
2051112470,20.8134028,41.1059341,
2051112498,20.8148023,41.1055442,
2051112566,20.8135389,41.1051602,
2051112659,20.8150826,41.1055401,
2051112692,20.8147916,41.1060717,
2051112693,20.8134504,41.1051541,
2051112700,20.8149793,41.1055361,
2051112724,20.8147256,41.1056816,
2051112725,20.8147184,41.1058595,
2051112767,20.8150584,41.1057645,
2051112834,20.8148613,41.1060050,
2051113069,20.8135094,41.1056392,
2051113072,20.8131849,41.1049722,
2051113305,20.8131956,41.1047620,
2051113308,20.8131420,41.1057968,
2051113345,20.8147889,41.1060111,
2051113393,20.8150729,41.1056968,
2051113400,20.8149739,41.1059019,
2051113404,20.8147299,41.1055745,
2051113409,20.8150018,41.1058629,
2051113590,20.8134206,41.1056310,
2051113972,20.8129998,41.1049581,
2051113990,20.8147138,41.1059747,
2051257284,20.8005038,40.9947717,
2051418564,20.8002495,40.9942302,
2051418666,20.8003710,40.9941668,
2051418797,20.8002495,40.9946027,
2051418885,20.8003729,40.9947586,
2051419009,20.8002388,40.9944428,
2051419033,20.8002227,40.9943031,
2051419053,20.8002803,40.9941866,
2051419068,20.8002844,40.9947100,
2051569045,20.8015152,41.0611014,
2051569349,20.8017371,41.0615860,
2051569351,20.8015527,41.0610245,
2051569648,20.8016594,41.0613797,
2051569857,20.8015420,41.0611701,
2052510050,20.6474909,41.1433166,
2052510111,20.6471081,41.1427053,
2052510151,20.6473054,41.1433991,
2052510155,20.6474171,41.1433711,
2052510487,20.6470403,41.1428348,
2052510511,20.6469781,41.1429274,
2069103468,21.3358645,41.0305225,
2069103473,21.3357757,41.0303761,
2069103476,21.3358756,41.0304666,
2069103480,21.3364782,41.0304025,
2069204983,21.3122351,41.0270160,
2069204989,21.3131653,41.0268177,
2069204991,21.3121261,41.0268894,
2069204993,21.3129244,41.0262006,
2069253527,21.3203456,41.0242024,
2069253528,21.3191353,41.0243354,
2069253529,21.3203134,41.0241113,
2076157833,21.4545506,41.9877180,
2076157835,21.4546604,41.9876520,
2076157846,21.4553861,41.9870643,
2076157861,21.4549497,41.9872485,
2076157862,21.4550493,41.9873651,
2076157868,21.4543952,41.9873255,
2076157869,21.4544517,41.9876771,
2076157887,21.4556148,41.9871225,
2076157890,21.4546328,41.9868775,
2076157896,21.4541884,41.9894799,
2076157899,21.4542313,41.9874013,
2076157908,21.4543271,41.9876701,
2076157915,21.4541325,41.9874469,
2076157923,21.4554803,41.9871801,
2076315807,21.4329717,41.9882937,
2076315816,21.4364688,41.9931173,
2076315831,21.4330434,41.9883809,
2076315849,21.4340257,41.9879158,
2076315864,21.4337103,41.9880672,
2076315885,21.4338424,41.9881980,
2076315886,21.4356785,41.9923678,
2076315888,21.4353249,41.9927840,
2076315896,21.4365611,41.9930082,
2076315900,21.4362037,41.9929966,
2076315901,21.4362914,41.9928867,
2076315902,21.4337011,41.9878434,
2076315907,21.4336253,41.9879831,
2076344373,21.3987112,42.0028611,
2076344382,21.3986725,42.0028664,
2076344393,21.3945848,42.0034307,
2078566757,20.8808970,42.0167143,
2081211270,21.6293506,41.9618658,
2081216249,21.6286457,41.9599958,
2081216250,21.6281678,41.9613335,
2081216256,21.6278429,41.9622429,
2081353509,22.1407982,41.7733907,
2081353673,22.1409140,41.7735201,
2257911364,20.8981161,41.7951816,
2257911383,20.8985292,41.7952586,
2257911392,20.8986929,41.7951345,
2257911404,20.8980508,41.7950092,
2269442697,21.2372375,41.3745383,
2269442705,21.2373180,41.3747154,
2269442708,21.2374896,41.3746852,
2269442709,21.2374248,41.3746998,
2269442723,21.2372885,41.3745001,
